id,project_id,document_id,page_number,field_type,original_text,corrected_text,confidence,corrections,user_validated,created_at,updated_at,field_coordinates
3dacb7f8-ea38-4081-a314-9001c9c0b2db,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,27,sheet_number,~~ A4.OB,~~ A4.OB,85.00,[],false,2025-10-01 18:40:30.091415+00,2025-10-01 18:40:30.091415+00,
3db72abe-bbf2-43f2-af27-f9f456ea9d7f,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,25,sheet_name,"EnIarged PIans - Guestr0m ""Type DoubIe Queen -C- Acce5ibIe""","EnIarged PIans - Guestr0m ""Type DoubIe Queen -C- Acce5ibIe""",85.00,[],false,2025-10-02 16:50:59.3128+00,2025-10-02 16:50:59.3128+00,
3eb9ae3e-b340-4425-81e3-41211e6214ea,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,19,sheet_name,"EnIarged PIans - Guestr0m ""Type King - B - Acce5ibIe""","EnIarged PIans - Guestr0m ""Type King - B - Acce5ibIe""",85.00,[],false,2025-10-01 18:40:23.68921+00,2025-10-01 18:40:23.68921+00,
3f35802c-e562-4919-b78d-cc872571de81,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,6,sheet_name,OveraII Life Safety PIan - Ground FI0r,OveraII Life Safety PIan - Ground FI0r,85.00,[],false,2025-10-03 12:39:44.85649+00,2025-10-03 12:39:44.85649+00,
3f62e103-2f00-436f-9f94-d830ac1deb5c,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,67,sheet_name,TypicaI MisceIIaneous DetaiIs,TypicaI miscellaneous DetaiIs,85.00,"[{""type"":""sheet_name"",""reason"":""User validated correction"",""original"":""TypicaI MisceIIaneous DetaiIs"",""corrected"":""TypicaI miscellaneous DetaiIs""}]",true,2025-10-03 12:47:38.995612+00,2025-10-03 15:41:48.529473+00,
3fc88f33-d3c1-4e29-9fef-fe7ced44baae,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,26,sheet_number,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,85.00,[],false,2025-10-02 16:38:21.312821+00,2025-10-02 16:38:21.312821+00,
40397d88-e110-49c4-a809-b169830c6316,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,15,sheet_number,~ A3.OI,~ A3.OI,85.00,[],false,2025-10-01 18:40:20.177427+00,2025-10-01 18:40:20.177427+00,
409f31ac-5b2c-4e68-ab45-d2244fc2cc1d,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,45,sheet_name,Exterior EIevations,Exterior EIevations,85.00,[],false,2025-10-02 16:51:15.737198+00,2025-10-02 16:51:15.737198+00,
40c5bed8-eaee-4108-8667-54631294a5d6,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,57,sheet_name,CAJ I3OZ O F-Rating  Z Hr. T-Rating  O Hr. @ Drawing not to scaIe WL SO34 F-rating  Z Hr. T-rating  3/4 Hr. CAJ IITg,CAJ I3OZ O F-Rating  Z Hr. T-Rating  O Hr. @ Drawing not to scaIe WL SO34 F-rating  Z Hr. T-rating  3/4 Hr. CAJ IITg,85.00,[],false,2025-10-02 16:39:08.019283+00,2025-10-02 16:39:08.019283+00,
41115580-f7f4-4d20-9be0-4e4b727fb7c6,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,22,sheet_name,SPA-OI SPA-OI A. EEE PAINTED SKIM COAT OVER CONCRETE FLOOR Z: [ITT,SPA-OI SPA-OI A. EEE PAINTED SKIM COAT OVER CONCRETE FLOOR Z: [ITT,85.00,[],false,2025-10-02 16:38:17.991242+00,2025-10-02 16:38:17.991242+00,
4156b7a3-ee3f-4793-8f4a-ccfc5cc0972f,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,67,sheet_name,TypicaI MisceIIaneous DetaiIs,TypicaI MisceIIaneous DetaiIs,85.00,[],false,2025-10-03 12:40:40.242358+00,2025-10-03 12:40:40.242358+00,
418ab30a-8749-4a8c-aad3-e57fc6057a11,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,28,sheet_name,Bathr0m EnIarged PIans & EIevations,Bathr0m EnIarged PIans & EIevations,85.00,[],false,2025-10-01 18:40:30.947567+00,2025-10-01 18:40:30.947567+00,
41b8fe46-fceb-4182-8ebe-08fbee898a72,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,60,sheet_name,rypicaI WaII Types & A5embIy DetaiI,rypicaI WaII Types & A5embIy DetaiI,85.00,[],false,2025-10-01 18:35:10.142343+00,2025-10-01 18:35:10.142343+00,
41cd4953-f124-41fd-893c-814847a8b25c,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,20,sheet_number,~ A4.O3,~ A4.O3,85.00,[],false,2025-10-02 16:50:55.34013+00,2025-10-02 16:50:55.34013+00,
41d7af2d-df8f-4d30-958b-de74c6ea8420,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,80,sheet_name,"Miami-Dade County Stamps, Reviews, ApprovaIs, & Inspections","Miami-Dade County Stamps, Reviews, ApprovaIs, & Inspections",85.00,[],false,2025-10-01 18:41:17.253104+00,2025-10-01 18:41:17.253104+00,
4237fa99-29e2-403d-8d50-dbcb08c648ea,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,75,sheet_name,project info :,project info :,85.00,[],false,2025-10-02 16:39:26.633337+00,2025-10-02 16:39:26.633337+00,
42a1a56e-9a52-48ca-a093-d59104d4aaac,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,40,sheet_number,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,85.00,[],false,2025-10-02 16:38:40.080304+00,2025-10-02 16:38:40.080304+00,
42d81fd6-f86c-49ef-a404-5be7a65f8932,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,53,sheet_name,r eduIe,r eduIe,85.00,[],false,2025-10-01 18:35:03.044218+00,2025-10-01 18:35:03.044218+00,
42f24bbc-2044-4244-ba5b-1c196ac6aef5,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,74,sheet_name,Samsung contact: EIizbeth Amorese TeI: gT3.S43.SOT4 emaiI: amorese@sea.samsung.com,Samsung contact: EIizbeth Amorese TeI: gT3.S43.SOT4 emaiI: amorese@sea.samsung.com,85.00,[],false,2025-10-03 12:40:44.932797+00,2025-10-03 12:40:44.932797+00,
432daa9c-f3bd-4895-ac29-325ffdb1e683,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,62,sheet_number,Ag.Z4,Ag.Z4,85.00,[],false,2025-10-02 16:51:33.770051+00,2025-10-02 16:51:33.770051+00,
4338c0a7-377f-4f66-b30b-bdd26392a25b,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,56,sheet_name,EnIarged Patio TreIIis,EnIarged Patio TreIIis,85.00,[],false,2025-10-01 18:35:05.76048+00,2025-10-01 18:35:05.76048+00,
43723952-2720-4386-9dd1-4a8bc397168c,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,68,sheet_number,AO B4,AO B4,85.00,[],false,2025-10-02 16:51:41.308624+00,2025-10-02 16:51:41.308624+00,
437eb051-b198-40d1-ba5a-111add8b94fa,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,16,sheet_name,OveraII RefIected CeiIing PIans - Third thru Sixth & Int. R0f LeveI,OveraII RefIected CeiIing PIans - Third thru Sixth & Int. R0f LeveI,85.00,[],false,2025-10-01 18:40:21.419672+00,2025-10-01 18:40:21.419672+00,
43fe3163-8745-4aaf-9b33-b5188110af8b,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,77,sheet_name,"thamie.weinowitz@benja minm0re.com Benjamin M0re Bethamie Weinwitz, TeI: ZOI.g4g.GZ3Z thamie weinawitz@ henia","thamie.weinowitz@benja minm0re.com Benjamin M0re Bethamie Weinwitz, TeI: ZOI.g4g.GZ3Z thamie weinawitz@ henia",85.00,[],false,2025-10-02 16:51:47.184667+00,2025-10-02 16:51:47.184667+00,
44634dd0-eff0-4788-8984-7a2793eab0ae,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,13,sheet_number,~ AZ.O3,~ AZ.O3,85.00,[],false,2025-10-01 18:34:27.158812+00,2025-10-01 18:34:27.158812+00,
4560c600-28b5-41ff-8c5f-d0d1c71b52c2,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,59,sheet_name,TypicaI WaII Types & A5embIy DetaiIs,TypicaI WaII Types & A5embIy DetaiIs,85.00,[],false,2025-10-01 18:35:08.939252+00,2025-10-01 18:35:08.939252+00,
45921fe9-5d95-4098-8218-60f9877ad87f,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,75,sheet_name,"(Required vendor) Project Light Jemi CoIIier, TeI: 33O.SG4.gOI4 emi@projectIightinc.com","(Required vendor) Project Light Jemi CoIIier, TeI: 33O.SG4.gOI4 emi@projectIightinc.com",85.00,[],false,2025-10-01 18:41:14.1181+00,2025-10-01 18:41:14.1181+00,
466219d2-fc62-4827-a0a8-9dfaa1aa422c,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,34,sheet_number,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,85.00,[],false,2025-10-02 16:38:29.777748+00,2025-10-02 16:38:29.777748+00,
466638cd-5857-42c3-aecd-fe6fc00bcdc1,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,6,sheet_name,OveraII Life Safety PIan - Ground FI0r,OveraII Life Safety PIan - Ground FI0r,85.00,[],false,2025-10-01 18:40:11.097703+00,2025-10-01 18:40:11.097703+00,
46b394b0-79fb-447f-b5bc-4e846ab25c69,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,66,sheet_number,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,85.00,[],false,2025-10-02 16:39:20.165456+00,2025-10-02 16:39:20.165456+00,
46fe14ae-7076-4f23-9952-696a3f70d56d,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,67,sheet_name,[ypicaI MisceIIaneous DetaiIs,[ypicaI MisceIIaneous DetaiIs,85.00,[],false,2025-10-02 16:51:40.077886+00,2025-10-02 16:51:40.077886+00,
4704f9ef-79e3-438a-8980-89abe3adb5ce,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,55,sheet_number,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,85.00,[],false,2025-10-02 16:39:05.586244+00,2025-10-02 16:39:05.586244+00,
47af4f79-a25e-4431-9f42-ce2823792d5d,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,58,sheet_name,TypicaI Fire Extinguisher Cabinets DetaiIs,TypicaI Fire Extinguisher Cabinets DetaiIs,85.00,[],false,2025-10-03 12:40:31.42755+00,2025-10-03 12:40:31.42755+00,
48605e2c-b691-42b1-83ae-52b135986429,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,46,sheet_name,BuiIding Section,BuiIding Section,85.00,[],false,2025-10-01 18:40:47.166741+00,2025-10-01 18:40:47.166741+00,
4868ccbe-ac1e-45aa-ad24-b54952473f42,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,8,sheet_number,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,85.00,[],false,2025-10-02 16:38:01.796555+00,2025-10-02 16:38:01.796555+00,
4893a9ad-27ba-40e6-aed3-6c0644fe66ac,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,66,sheet_number,sheet numoer .,sheet numoer .,85.00,[],false,2025-10-03 12:40:39.36231+00,2025-10-03 12:40:39.36231+00,
48e3af74-4a61-49c8-a69d-089fba7e4337,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,40,sheet_name,EnIarged FI0r PIans & Sections - EIevator & Linen Chute,EnIarged FI0r PIans & Sections - EIevator & Linen Chute,85.00,[],false,2025-10-03 12:40:13.506979+00,2025-10-03 12:40:13.506979+00,
493a18a4-3408-49b4-af13-4de3975bc2ae,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,72,sheet_name,mifer.suIIivan@formica.co m (Required vendor) Formica Cape,mifer.suIIivan@formica.co m (Required vendor) Formica Cape,85.00,[],false,2025-10-01 18:41:12.629518+00,2025-10-01 18:41:12.629518+00,
49cf57a8-f68d-4a44-9646-d98559f0d631,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,49,sheet_name,BuiIding Section,BuiIding Section,85.00,[],false,2025-10-01 18:34:59.430964+00,2025-10-01 18:34:59.430964+00,
49f3ceec-3c67-49c5-aa09-1d5016da8f1c,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,20,sheet_name,"EnIarged PIans - Guestr0m ""Type King-C- Acce5ibIe""","EnIarged PIans - Guestr0m ""Type King-C- Acce5ibIe""",85.00,[],false,2025-10-02 16:50:55.420372+00,2025-10-02 16:50:55.420372+00,
4a6dcee7-3efc-40e7-a1d2-a982a7098232,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,54,sheet_number,\umber :,\umber :,85.00,[],false,2025-10-01 18:35:03.950874+00,2025-10-01 18:35:03.950874+00,
4ac8f563-18fe-407e-84b0-9695bb3f81b8,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,63,sheet_name,TypicaI CeiIing DetaiIs,TypicaI CeiIing DetaiIs,85.00,[],false,2025-10-03 12:40:36.733991+00,2025-10-03 12:40:36.733991+00,
4aca7b67-5af3-414a-93c6-9f068c935d92,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,57,sheet_number,sheet numpoer .,sheet numpoer .,85.00,[],false,2025-10-03 12:40:30.137218+00,2025-10-03 12:40:30.137218+00,
4af236b2-1eac-4a81-a40e-b7f0801ff39c,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,3,sheet_name,"LEANING AS INDICATED IN THE CONTRACT FOR CONSTRUCTION BETWEEN THE NTRACTOR. THOROUGHLY CLEAN THE PREMISES TO MAKE READY FOR OPENING. CLEAN ALL INTERIOR AND EXTERIOR, FREE OF ALL DIRT AND REFUSE CAUSED BY DEBRIS FROM ALL JN TECHNIQUES OF THF TRADES INCI UDING: Z/T. ILE : ZT.I. ALL TILES SHOULD MEET OR EXCEED THE FOLLOWING REQUIREMENTS: PROPERTY TEST PORCELAIN TILE QUARRY TILE MAX MIN MAX MIN PRESSED FLOOR TILE MAX MIN","LEANING AS INDICATED IN THE CONTRACT FOR CONSTRUCTION BETWEEN THE NTRACTOR. THOROUGHLY CLEAN THE PREMISES TO MAKE READY FOR OPENING. CLEAN ALL INTERIOR AND EXTERIOR, FREE OF ALL DIRT AND REFUSE CAUSED BY DEBRIS FROM ALL JN TECHNIQUES OF THF TRADES INCI UDING: Z/T. ILE : ZT.I. ALL TILES SHOULD MEET OR EXCEED THE FOLLOWING REQUIREMENTS: PROPERTY TEST PORCELAIN TILE QUARRY TILE MAX MIN MAX MIN PRESSED FLOOR TILE MAX MIN",85.00,[],false,2025-10-02 16:37:55.385916+00,2025-10-02 16:37:55.385916+00,
4b1503dd-cf42-4be0-ad4d-3e83b1a07086,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,49,sheet_number,- AG.O4,- AG.O4,85.00,[],false,2025-10-01 18:40:50.448556+00,2025-10-01 18:40:50.448556+00,
4b821267-2c98-4cb6-8555-ecbce220caa8,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,21,sheet_number,~~ A4.O3a,~~ A4.O3a,85.00,[],false,2025-10-03 12:39:58.50508+00,2025-10-03 12:39:58.50508+00,
4ba5546e-55bb-46f6-9c3e-945d90afc1c6,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,21,sheet_number,- A4.O3a,- A4.O3a,85.00,[],false,2025-10-01 18:34:34.692786+00,2025-10-01 18:34:34.692786+00,
4c0addc3-b749-4c18-b9e1-4f55f8080cfc,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,77,sheet_number,"ROBERT K. MORISETTE, AIA, NCARB, LEED AP BD+C, CDP FLORIDA REGISTERED ARCHITECT  revisions : THIS DRAWING IS THE PROPERTY OF MODIS ARCHITECTS, LLC AND IS NOT TO BE REPRODUCED OR COPIED IN WHOLE OR IN PART WITHOUT THE PRIOR WRITTEN CONSENT OF MODIS ARCHITECTS, LLC. THIS DRAWING IS ONLY TO BE USED FOR THE PROJECT AND SITE SPECIFICALLY IDENTIFIED HEREIN AND IS NOT TO BE USED FOR ANY OTHER PROJECT. SCALES ARE AS STATED. THE CONTRACTOR SHALL CAREFULLY REVIEW ALL DIMENSIONS AND CONDITIONS SHOWN HEREON AND AT ONCE NOTIFY THE ARCHITECT AS TO ANY ERRORS, OMISSIONS, AND/OR INCONSISTENCIES HE/SHE MAY DISCOVER. COPYRIGHT © 2018 MODIS ARCHITECTS, LLC  seal :  1   05-10-2019 2   08-27-2019 3   09-12-2019 4   10-11-2019","ROBERT K. MORISETTE, AIA, NCARB, LEED AP BD+C, CDP FLORIDA REGISTERED ARCHITECT  revisions : THIS DRAWING IS THE PROPERTY OF MODIS ARCHITECTS, LLC AND IS NOT TO BE REPRODUCED OR COPIED IN WHOLE OR IN PART WITHOUT THE PRIOR WRITTEN CONSENT OF MODIS ARCHITECTS, LLC. THIS DRAWING IS ONLY TO BE USED FOR THE PROJECT AND SITE SPECIFICALLY IDENTIFIED HEREIN AND IS NOT TO BE USED FOR ANY OTHER PROJECT. SCALES ARE AS STATED. THE CONTRACTOR SHALL CAREFULLY REVIEW ALL DIMENSIONS AND CONDITIONS SHOWN HEREON AND AT ONCE NOTIFY THE ARCHITECT AS TO ANY ERRORS, OMISSIONS, AND/OR INCONSISTENCIES HE/SHE MAY DISCOVER. COPYRIGHT © 2018 MODIS ARCHITECTS, LLC  seal :  1   05-10-2019 2   08-27-2019 3   09-12-2019 4   10-11-2019",85.00,[],false,2025-10-02 16:39:27.681473+00,2025-10-02 16:39:27.681473+00,
4c52acea-135c-421e-95de-51701760eb86,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,55,sheet_name,"STOP, SEE DETAIL II/Ag ~ 4"" WIDE WHITE STRIPES OG .  3"" G'-O"" i  - r pIao, eo"" 3-O  4"" WOE WHITE STRIP T/I O EM CURE Bh pd RI WHITE","STOP, SEE DETAIL II/Ag ~ 4"" WIDE WHITE STRIPES OG .  3"" G'-O"" i  - r pIao, eo"" 3-O  4"" WOE WHITE STRIP T/I O EM CURE Bh pd RI WHITE",85.00,[],false,2025-10-02 16:39:05.672004+00,2025-10-02 16:39:05.672004+00,
4c57eb38-f9a9-41b0-a53d-867ea5738b21,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,58,sheet_name,[ypicaI Fire Extinguisher Cabinets DetaiIs,[ypicaI Fire Extinguisher Cabinets DetaiIs,85.00,[],false,2025-10-02 16:51:29.473266+00,2025-10-02 16:51:29.473266+00,
4d346fd4-35cf-48fb-a30a-4da4ac460def,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,80,sheet_number,~~ ZO.O,~~ ZO.O,85.00,[],false,2025-10-01 18:41:17.173143+00,2025-10-01 18:41:17.173143+00,
4d874623-7608-4d56-96a3-b8b4edd65d9a,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,9,sheet_number,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,85.00,[],false,2025-10-02 16:38:02.943765+00,2025-10-02 16:38:02.943765+00,
4ef2eb73-7981-4568-8d9b-62e81eb797a6,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,71,sheet_number,"ROBERT K. MORISETTE, AIA, NCARB, LEED AP BD+C, CDP FLORIDA REGISTERED ARCHITECT  revisions : THIS DRAWING IS THE PROPERTY OF MODIS ARCHITECTS, LLC AND IS NOT TO BE REPRODUCED OR COPIED IN WHOLE OR IN PART WITHOUT THE PRIOR WRITTEN CONSENT OF MODIS ARCHITECTS, LLC. THIS DRAWING IS ONLY TO BE USED FOR THE PROJECT AND SITE SPECIFICALLY IDENTIFIED HEREIN AND IS NOT TO BE USED FOR ANY OTHER PROJECT. SCALES ARE AS STATED. THE CONTRACTOR SHALL CAREFULLY REVIEW ALL DIMENSIONS AND CONDITIONS SHOWN HEREON AND AT ONCE NOTIFY THE ARCHITECT AS TO ANY ERRORS, OMISSIONS, AND/OR INCONSISTENCIES HE/SHE MAY DISCOVER. COPYRIGHT © 2018 MODIS ARCHITECTS, LLC  seal :  1   05-10-2019 2   08-27-2019 3   09-12-2019 4   10-11-2019","ROBERT K. MORISETTE, AIA, NCARB, LEED AP BD+C, CDP FLORIDA REGISTERED ARCHITECT  revisions : THIS DRAWING IS THE PROPERTY OF MODIS ARCHITECTS, LLC AND IS NOT TO BE REPRODUCED OR COPIED IN WHOLE OR IN PART WITHOUT THE PRIOR WRITTEN CONSENT OF MODIS ARCHITECTS, LLC. THIS DRAWING IS ONLY TO BE USED FOR THE PROJECT AND SITE SPECIFICALLY IDENTIFIED HEREIN AND IS NOT TO BE USED FOR ANY OTHER PROJECT. SCALES ARE AS STATED. THE CONTRACTOR SHALL CAREFULLY REVIEW ALL DIMENSIONS AND CONDITIONS SHOWN HEREON AND AT ONCE NOTIFY THE ARCHITECT AS TO ANY ERRORS, OMISSIONS, AND/OR INCONSISTENCIES HE/SHE MAY DISCOVER. COPYRIGHT © 2018 MODIS ARCHITECTS, LLC  seal :  1   05-10-2019 2   08-27-2019 3   09-12-2019 4   10-11-2019",85.00,[],false,2025-10-02 16:39:24.370821+00,2025-10-02 16:39:24.370821+00,
4f99607b-c9d6-45fb-a162-5cd5ec97a2b5,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,74,sheet_name,project info :,project info :,85.00,[],false,2025-10-02 16:39:26.169646+00,2025-10-02 16:39:26.169646+00,
4fccf5c4-aea8-4dfc-bbbe-97c35e53bbc6,de929ac4-19de-4dfb-ab5a-267ab2e0a415,6b6473a1-b6fc-407b-bfa5-10aabe2bfbf8,19,sheet_number,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,Revision History :  Rev. #1   -   Permit Response   -   05-10-2019 Rev. #2 -   Permit Response   -   08-27-2019 Rev. #3 -   Permit Response   -   09-12-2019 Rev. #4 -   Permit Response   -   10-11-2019,85.00,[],false,2025-10-02 16:38:15.236636+00,2025-10-02 16:38:15.236636+00,
